name,rlvl,lvl,stars,prog,qual,dur,pdiv,qdiv,pmod,qmod,reqqual
Archaeoskin Jackcoat of Gathering,125,52,0,260,2140,80,62,43,100,100,0
Wyvernskin Jerkin,133,54,0,340,2280,80,64,44,100,100,0
Dhalmelskin Vest,139,56,0,420,2420,70,66,46,100,100,0
Archaeoskin Gloves of Gathering,115,51,0,220,2070,80,61,39,100,100,0
Dhalmelskin Gloves,136,55,0,380,2350,70,65,45,100,100,0
Archaeoskin Breeches of Gathering,125,52,0,260,2140,80,62,43,100,100,0
Wyvernskin Culottes,133,54,0,340,2280,80,64,44,100,100,0
Archaeoskin Jackboots of Gathering,125,52,0,260,2140,80,62,43,100,100,0
Wyvernskin Workboots,130,53,0,300,2210,80,63,43,100,100,0
Dhalmelskin Fringe Boots,139,56,0,420,2420,70,66,46,100,100,0
Wyvernskin Choker,133,54,0,340,2280,80,64,44,100,100,0
Dragonskin Choker,145,58,0,500,2560,70,68,48,100,100,0
Wyvernskin Wristbands,130,53,0,300,2210,80,63,43,100,100,0
Dragonskin Wristbands,145,58,0,500,2560,70,68,48,100,100,0
Wyvernskin Ring,130,53,0,300,2210,80,63,43,100,100,0
Dragonskin Ring,142,57,0,460,2490,70,67,47,100,100,0
Highland Barding,40,40,0,69,1400,80,50,30,100,100,0
Archaeornis Leather,115,51,0,110,1656,40,61,39,100,100,0
Wyvern Leather,125,52,0,130,1712,40,62,43,100,100,0
Dhalmel Leather,133,54,0,170,1824,40,64,44,100,100,0
Dragon Leather,139,56,0,210,1936,35,66,46,100,100,0
Amphiptere Leather,145,58,0,250,2048,35,68,48,100,100,0
Holy Rainbow Shirt of Fending,130,53,0,300,2210,80,63,43,100,100,0
Holy Rainbow Sarouel of Fending,125,52,0,260,2140,80,62,43,100,100,0
Holy Rainbow Shirt of Maiming,130,53,0,300,2210,80,63,43,100,100,0
Holy Rainbow Sarouel of Maiming,125,52,0,260,2140,80,62,43,100,100,0
Chimerical Felt Cap of Striking,145,58,0,500,2560,70,68,48,100,100,0
Rainbow Bolero of Striking,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Shirt of Striking,130,53,0,300,2210,80,63,43,100,100,0
Chimerical Felt Cyclas of Striking,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Culottes of Striking,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Sarouel of Striking,125,52,0,260,2140,80,62,43,100,100,0
Ramie Trousers of Striking,136,55,0,380,2350,70,65,45,100,100,0
Chimerical Felt Hose of Striking,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Cap of Aiming,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Hat of Aiming,125,52,0,260,2140,80,62,43,100,100,0
Chimerical Felt Cap of Aiming,145,58,0,500,2560,70,68,48,100,100,0
Rainbow Robe of Aiming,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Shirt of Aiming,130,53,0,300,2210,80,63,43,100,100,0
Hallowed Ramie Doublet of Aiming,142,57,0,460,2490,70,67,47,100,100,0
Chimerical Felt Cyclas of Aiming,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Slops of Aiming,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Sarouel of Aiming,125,52,0,260,2140,80,62,43,100,100,0
Ramie Trousers of Aiming,136,55,0,380,2350,70,65,45,100,100,0
Hallowed Ramie Gaskins of Aiming,142,57,0,460,2490,70,67,47,100,100,0
Chimerical Felt Hose of Aiming,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Coif of Scouting,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Scarf of Scouting,125,52,0,260,2140,80,62,43,100,100,0
Chimerical Felt Cap of Scouting,145,58,0,500,2560,70,68,48,100,100,0
Rainbow Shirt of Scouting,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Shirt of Scouting,130,53,0,300,2210,80,63,43,100,100,0
Chimerical Felt Cyclas of Scouting,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Halfgloves of Scouting,115,51,0,220,2070,80,61,39,100,100,0
Rainbow Sarouel of Scouting,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Sarouel of Scouting,125,52,0,260,2140,80,62,43,100,100,0
Ramie Trousers of Scouting,136,55,0,380,2350,70,65,45,100,100,0
Chimerical Felt Hose of Scouting,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Cap of Healing,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Hat of Healing,133,54,0,340,2280,80,64,44,100,100,0
Chimerical Felt Klobuk of Healing,145,58,0,500,2560,70,68,48,100,100,0
Rainbow Robe of Healing,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Shirt of Healing,130,53,0,300,2210,80,63,43,100,100,0
Ramie Robe of Healing,136,55,0,380,2350,70,65,45,100,100,0
Hallowed Ramie Doublet of Healing,142,57,0,460,2490,70,67,47,100,100,0
Chimerical Felt Alb of Healing,148,59,0,540,2630,70,69,49,100,100,0
Ramie Halfgloves of Healing,133,54,0,340,2280,80,64,44,100,100,0
Chimerical Felt Gloves of Healing,145,58,0,500,2560,70,68,48,100,100,0
Rainbow Slops of Healing,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Sarouel of Healing,125,52,0,260,2140,80,62,43,100,100,0
Ramie Tonban of Healing,136,55,0,380,2350,70,65,45,100,100,0
Hallowed Ramie Gaskins of Healing,142,57,0,460,2490,70,67,47,100,100,0
Chimerical Felt Chausses of Healing,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Cap of Casting,115,51,0,220,2070,80,61,39,100,100,0
Rainbow Robe of Casting,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Shirt of Casting,130,53,0,300,2210,80,63,43,100,100,0
Ramie Robe of Casting,136,55,0,380,2350,70,65,45,100,100,0
Hallowed Ramie Doublet of Casting,142,57,0,460,2490,70,67,47,100,100,0
Chimerical Felt Robe of Casting,148,59,0,540,2630,70,69,49,100,100,0
Ramie Halfgloves of Casting,133,54,0,340,2280,80,64,44,100,100,0
Rainbow Slops of Casting,115,51,0,220,2070,80,61,39,100,100,0
Holy Rainbow Sarouel of Casting,125,52,0,260,2140,80,62,43,100,100,0
Ramie Tonban of Casting,136,55,0,380,2350,70,65,45,100,100,0
Hallowed Ramie Gaskins of Casting,142,57,0,460,2490,70,67,47,100,100,0
Chimerical Felt Breeches of Casting,148,59,0,540,2630,70,69,49,100,100,0
Rainbow Ribbon of Fending,115,51,0,220,2070,80,61,39,100,100,0
Ramie Ribbon of Fending,133,54,0,340,2280,80,64,44,100,100,0
Rainbow Ribbon of Slaying,115,51,0,220,2070,80,61,39,100,100,0
Ramie Ribbon of Slaying,133,54,0,340,2280,80,64,44,100,100,0
Rainbow Ribbon of Aiming,115,51,0,220,2070,80,61,39,100,100,0
Ramie Ribbon of Aiming,133,54,0,340,2280,80,64,44,100,100,0
Rainbow Ribbon of Healing,115,51,0,220,2070,80,61,39,100,100,0
Ramie Ribbon of Healing,133,54,0,340,2280,80,64,44,100,100,0
Rainbow Ribbon of Casting,115,51,0,220,2070,80,61,39,100,100,0
Ramie Ribbon of Casting,133,54,0,340,2280,80,64,44,100,100,0
Holy Rainbow Wedge Cap,130,53,0,300,2210,80,63,43,100,100,0
Ramie Turban of Crafting,136,55,0,380,2350,70,65,45,100,100,0
Holy Rainbow Coatee,133,54,0,340,2280,80,64,44,100,100,0
Ramie Doublet of Crafting,139,56,0,420,2420,70,66,46,100,100,0
Holy Rainbow Gloves,130,53,0,300,2210,80,63,43,100,100,0
Holy Rainbow Bottoms,133,54,0,340,2280,80,64,44,100,100,0
Ramie Skirt,139,56,0,420,2420,70,66,46,100,100,0
Holy Rainbow Shoes,133,54,0,340,2280,80,64,44,100,100,0
Holy Rainbow Hat,130,53,0,300,2210,80,63,43,100,100,0
Holy Rainbow Work Gloves,130,53,0,300,2210,80,63,43,100,100,0
Ramie Trousers of Gathering,139,56,0,420,2420,70,66,46,100,100,0
Rainbow Cloth,115,51,0,110,1656,40,61,39,100,100,0
Holy Rainbow Cloth,125,52,0,130,1712,40,62,43,100,100,0
Ramie Cloth,133,54,0,170,1824,40,64,44,100,100,0
Hallowed Ramie Cloth,139,56,0,210,1936,35,66,46,100,100,0
Chimerical Felt,145,58,0,250,2048,35,68,48,100,100,0
Rainbow Thread,115,51,0,110,1656,40,61,39,100,100,0
Ramie Thread,133,54,0,170,1824,40,64,44,100,100,0
Crawler Silk,142,57,0,230,1992,35,67,47,100,100,0
Void Glue,115,51,0,110,1656,40,61,39,100,100,0
Wing Glue,136,55,0,190,1880,35,65,45,100,100,0
Scale Glue,148,59,0,270,2104,35,69,49,100,100,0
Hallowed Chestnut Wand,139,56,0,420,2420,70,66,46,100,100,0
Archaeoskin Grimoire,115,51,0,220,2070,80,61,39,100,100,0
Wyvernskin Grimoire,125,52,0,260,2140,80,62,43,100,100,0
Dhalmelskin Grimoire,136,55,0,380,2350,70,65,45,100,100,0
Dragonskin Grimoire,142,57,0,460,2490,70,67,47,100,100,0
Book of Aurum Regis,145,58,0,500,2560,70,68,48,100,100,0
Archaeoskin Codex,115,51,0,220,2070,80,61,39,100,100,0
Wyvernskin Codex,125,52,0,260,2140,80,62,43,100,100,0
Dhalmelskin Codex,136,55,0,380,2350,70,65,45,100,100,0
Dragonskin Codex,142,57,0,460,2490,70,67,47,100,100,0
Noble's Picatrix,145,58,0,500,2560,70,68,48,100,100,0
Topiary Moogle,136,55,0,380,1175,70,65,45,100,100,0
Grade 1 Wheel of Recreation,70,50,2,125,2500,80,50,30,80,70,0
Lupin Plot,136,55,0,380,1175,70,65,45,100,100,0
Enchanted Mythrite Ink,115,51,0,110,1656,40,61,39,100,100,0
Enchanted Hardsilver Ink,133,54,0,170,1824,40,64,44,100,100,0
Enchanted Aurum Regis Ink,145,58,0,250,2048,35,68,48,100,100,0
Holy Water,125,52,0,130,1712,40,62,43,100,100,0
Hallowed Water,139,56,0,210,1936,35,66,46,100,100,0
Growth Formula Epsilon,115,51,0,110,1656,40,61,39,100,100,0
Growth Formula Zeta,145,58,0,250,2048,35,68,48,100,100,0
Crystal Glass,70,50,2,125,2000,40,50,30,80,70,0
Black Firesand,32,32,0,55,760,40,50,30,100,100,0
Grade 1 Strength Dissolvent,130,53,0,150,1768,40,63,43,100,100,0
Grade 1 Dexterity Dissolvent,130,53,0,150,1768,40,63,43,100,100,0
Grade 1 Vitality Dissolvent,133,54,0,170,1824,40,64,44,100,100,0
Grade 1 Intelligence Dissolvent,133,54,0,170,1824,40,64,44,100,100,0
Grade 1 Mind Dissolvent,133,54,0,170,1824,40,64,44,100,100,0
Battered Fish,5,5,0,33,150,60,50,30,100,100,0
Alpine Tea Set,142,57,0,460,1245,70,67,47,100,100,0
Cake Tray,125,52,0,260,1070,80,62,43,100,100,0
Riviera Lunch,139,56,0,420,1210,70,66,46,100,100,0
Ishgardian Tea,130,53,0,300,2210,80,63,43,100,100,0
Frozen Spirits,145,58,0,500,2560,70,68,48,100,100,0
Fig Bavarois,115,51,0,220,2070,80,61,39,100,100,0
Sohm Al Tart,133,54,0,340,2280,80,64,44,100,100,0
Marron Glace,148,59,0,540,2630,70,69,49,100,100,0
Kaiser Roll,136,55,0,380,2350,70,65,45,100,100,0
Ishgardian Muffin,130,53,0,300,2210,80,63,43,100,100,0
Liver-cheese Sandwich,148,59,0,540,2630,70,69,49,100,100,0
Sauteed Porcini,130,53,0,300,2210,80,63,43,100,100,0
Morel Salad,150,60,0,580,2700,70,70,50,100,100,0
Grilled Sweetfish,133,54,0,340,2280,80,64,44,100,100,0
Baked Pipira Pira,145,58,0,500,2560,70,68,48,100,100,0
Cockatrice Meatballs,145,58,0,500,2560,70,68,48,100,100,0
Royal Eggs,142,57,0,460,2490,70,67,47,100,100,0
Deep-fried Okeanis,150,60,0,580,2700,70,70,50,100,100,0
Baked Onion Soup,125,52,0,260,2140,80,62,43,100,100,0
Beet Soup,133,54,0,340,2280,80,64,44,100,100,0
Emerald Soup,139,56,0,420,2420,70,66,46,100,100,0
Clam Chowder,150,60,0,580,2700,70,70,50,100,100,0
Stuffed Cabbage Rolls,125,52,0,260,2140,80,62,43,100,100,0
Dhalmel Gratin,133,54,0,340,2280,80,64,44,100,100,0
Stuffed Chysahl,150,60,0,580,2700,70,70,50,100,100,0
Dhalmel Fricassee,142,57,0,460,2490,70,67,47,100,100,0
Highland Flour,125,52,0,130,1712,40,62,43,100,100,0
Hollandaise Sauce,136,55,0,190,1880,35,65,45,100,100,0
Birch Syrup,148,59,0,270,2104,35,69,49,100,100,0
Sour Cream,115,51,0,110,1656,40,61,39,100,100,0
Fermented Butter,130,53,0,150,1768,40,63,43,100,100,0
Orthodox Barding,139,56,0,210,2420,70,66,46,100,100,0
Vermicelli,139,56,0,210,1936,35,66,46,100,100,0
Mythrite Rivets,115,51,0,110,1656,40,61,39,100,100,0
Titanium Rivets,133,54,0,170,1824,40,64,44,100,100,0
Adamantite Rivets,145,58,0,250,2048,35,68,48,100,100,0
Oriental Tea Set,139,56,0,420,1210,70,66,46,100,100,0
Manor Oven,70,50,2,250,1250,80,50,30,80,70,0
Manor Counter,70,50,2,250,1250,80,50,30,80,70,0
Oriental Round Table,18,18,0,67,225,70,50,30,100,100,0
Funguar Chair,25,25,0,89,330,70,50,30,100,100,0
Mahogany Partition Door,40,40,0,138,700,80,50,30,100,100,0
Topiary Chocobo,136,55,0,380,1175,70,65,45,100,100,0
Oriental Grass Plot,148,59,0,540,1315,70,69,49,100,100,0
Cob Inner Wall,70,50,2,250,1250,80,50,30,80,70,0
Manor Flooring,70,50,2,250,1250,80,50,30,80,70,0
Flat Cap,45,45,0,158,1700,80,50,30,100,100,0
Red Beret,40,40,0,138,1400,80,50,30,100,100,0
Green Beret,41,41,0,143,1460,80,50,30,100,100,0
White Beret,42,42,0,144,1520,80,50,30,100,100,0
Elegant Rimless Glasses,70,50,2,250,2500,80,50,30,80,70,0
Reading Glasses,70,50,2,250,2500,80,50,30,80,70,0
Punching Gloves,55,50,1,210,2200,80,50,30,100,100,0
Max-Potion,150,60,0,580,2700,70,70,50,100,100,0
Max-Ether,150,60,0,580,2700,70,70,50,100,100,0
Rainbow Justaucorps,115,51,0,220,2070,80,61,39,100,100,0
Rainbow Breeches,115,51,0,220,2070,80,61,39,100,100,0
Archaeoskin Boots,115,51,0,220,2070,80,61,39,100,100,0
Archaeoskin Cloche,115,51,0,220,2070,80,61,39,100,100,0
Rainbow Bustle,115,51,0,220,2070,80,61,39,100,100,0
Archaeoskin Halfboots,115,51,0,220,2070,80,61,39,100,100,0
Ramie Shirt,139,56,0,420,2420,70,66,46,100,100,0
Iron Clapper,15,15,0,27,288,40,50,30,100,100,0
Sesame Cookie,139,56,0,420,2420,70,66,46,100,100,0
Dragonskin Bottoms,139,56,0,420,2420,70,66,46,100,100,0
Dragonskin Boots,139,56,0,420,2420,70,66,46,100,100,0
Alpine Supper Set,150,60,0,580,1350,70,70,50,100,100,0
High House Supper Set,139,56,0,420,1210,70,66,46,100,100,0
Topiary Sabotender,136,55,0,380,1175,70,65,45,100,100,0
Alpine Chandelier,142,57,0,460,1245,70,67,47,100,100,0
Alpine Flooring,139,56,0,420,1210,70,66,46,100,100,0
Alpine Inner Wall,139,56,0,420,1210,70,66,46,100,100,0
Blank Grade 1 Orchestrion Roll,20,20,0,37,408,40,50,30,100,100,0
Blank Grade 2 Orchestrion Roll,90,50,3,210,2200,40,50,30,80,70,0
Blank Grade 3 Orchestrion Roll,150,60,0,290,2160,35,70,50,100,100,0
Another Round Orchestrion Roll,50,50,0,180,1000,80,50,30,100,100,0
The Only Path Orchestrion Roll,50,50,0,180,1000,80,50,30,100,100,0
A World Apart Orchestrion Roll,50,50,0,180,1000,80,50,30,100,100,0
Riptide Orchestrion Roll,30,30,0,102,425,70,50,30,100,100,0
Dark Vows Orchestrion Roll,30,30,0,102,425,70,50,30,100,100,0
The Dark's Embrace Orchestrion Roll,30,30,0,102,425,70,50,30,100,100,0
Uraeus Body Armor,55,50,1,210,2200,80,50,30,100,100,0
Uraeus Breeches,55,50,1,210,2200,80,50,30,100,100,0
Gryphonskin Breastguard,55,50,1,210,2200,80,50,30,100,100,0
Gryphonskin Pantalettes,55,50,1,210,2200,80,50,30,100,100,0
Uraeus Skirt,55,50,1,210,2200,80,50,30,100,100,0
Uraeus Coat,55,50,1,210,2200,80,50,30,100,100,0
Dodore Boots,55,50,1,210,2200,80,50,30,100,100,0
Dhalmelskin Coat,136,55,0,380,2350,70,65,45,100,100,0
Ramie Kecks,136,55,0,380,2350,70,65,45,100,100,0
Dhalmelskin Moccasins,136,55,0,380,2350,70,65,45,100,100,0
Ramie Tabard,136,55,0,380,2350,70,65,45,100,100,0
Dark Dhalmelskin Gloves,136,55,0,380,2350,70,65,45,100,100,0
Ramie Pantalettes,136,55,0,380,2350,70,65,45,100,100,0
Dhalmelskin Thighboots,136,55,0,380,2350,70,65,45,100,100,0
Alpine Breakfast,45,45,0,158,850,80,50,30,100,100,0
Hat Stand,136,55,0,380,1175,70,65,45,100,100,0
Chirurgeon's Curtain,35,35,0,123,555,80,50,30,100,100,0
Sharlayan Flooring,70,50,2,250,1250,80,50,30,80,70,0
Bluesky Interior Wall,136,55,0,380,1175,70,65,45,100,100,0
Rolanberry Shaved Ice,5,5,0,33,150,60,50,30,100,100,0
Boarskin Survival Hat,35,35,0,123,1110,80,50,30,100,100,0
Linen Survival Shirt,35,35,0,123,1110,80,50,30,100,100,0
Linen Survival Halfslops,35,35,0,123,1110,80,50,30,100,100,0
Boarskin Survival Boots,35,35,0,123,1110,80,50,30,100,100,0
Moonfire Hat,55,50,1,210,2200,80,50,30,100,100,0
Moonfire Vest,55,50,1,210,2200,80,50,30,100,100,0
Moonfire Trunks,55,50,1,210,2200,80,50,30,100,100,0
Moonfire Caligae,55,50,1,210,2200,80,50,30,100,100,0
Moonfire Halter,55,50,1,210,2200,80,50,30,100,100,0
Moonfire Tanga,55,50,1,210,2200,80,50,30,100,100,0
Moonfire Sandals,55,50,1,210,2200,80,50,30,100,100,0
Dried Red Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Dried Blue Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Dried Yellow Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Dried Green Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Dried Orange Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Dried Purple Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Dried White Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Dried Black Oldrose,130,53,0,300,2210,80,63,43,100,100,0
Oldrose Corsage,130,53,0,300,2210,80,63,43,100,100,0
Watered Cordial,55,50,1,210,2200,80,50,30,100,100,0
Tier 1 Aquarium,50,50,0,180,1000,80,50,30,100,100,0
Mounted Box Shelf,33,33,0,111,500,80,50,30,100,100,0
Mounted Bookshelf,45,45,0,158,850,80,50,30,100,100,0
Combed Wool Rug,55,50,1,210,1100,80,50,30,100,100,0
Extreme Survival Shirt,35,35,0,123,1110,80,50,30,100,100,0
Extreme Survival Slops,35,35,0,123,1110,80,50,30,100,100,0
Ramie Hood,136,55,0,380,2350,70,65,45,100,100,0
Ramie Poncho,136,55,0,380,2350,70,65,45,100,100,0
Ramie Slops,136,55,0,380,2350,70,65,45,100,100,0
Fur-lined Dhalmelskin Boots,136,55,0,380,2350,70,65,45,100,100,0
Red Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Blue Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Yellow Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Green Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Orange Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Purple Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
White Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Black Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Rainbow Viola Corsage,130,53,0,300,2210,80,63,43,100,100,0
Tier 2 Aquarium,145,58,0,500,1280,70,68,48,100,100,0
Grade 1 Picture Frame,40,40,0,138,700,80,50,30,100,100,0
Grade 2 Picture Frame,136,55,0,380,1175,70,65,45,100,100,0
Yarn Basket,70,50,2,250,1250,80,50,30,80,70,0
Riviera Breakfast,139,56,0,420,1210,70,66,46,100,100,0
Paissa Floor Lamp,148,59,0,540,1315,70,69,49,100,100,0
Merchant's Shelf,55,50,1,210,1100,80,50,30,100,100,0
Ivy Pillar,55,50,1,210,1100,80,50,30,100,100,0
Topiary Paissa,136,55,0,380,1175,70,65,45,100,100,0
Pendant Lamp Planter,70,50,2,250,1250,80,50,30,80,70,0
Wool Knit Cap,45,45,0,158,1700,80,50,30,100,100,0
Wool Suspenders,45,45,0,158,1700,80,50,30,100,100,0
Cropped Wool Slops,45,45,0,158,1700,80,50,30,100,100,0
Raptorskin Shoes,45,45,0,158,1700,80,50,30,100,100,0
Red Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
Blue Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
Yellow Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
Green Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
Orange Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
Purple Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
White Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
Black Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
Pink Cherry Blossom Corsage,130,53,0,300,2210,80,63,43,100,100,0
High Steel Katzbalger,255,61,0,630,2790,80,81,58,100,100,0
High Steel Knuckles,255,61,0,630,2790,80,81,58,100,100,0
High Steel Headsman's Axe,255,61,0,630,2790,80,81,58,100,100,0
High Steel Trident,255,61,0,630,2790,80,81,58,100,100,0
Beech Composite Bow,255,61,0,630,2790,80,81,58,100,100,0
High Steel Main Gauches,255,61,0,630,2790,80,81,58,100,100,0
High Steel Guillotine,255,61,0,630,2790,80,81,58,100,100,0
High Steel Culverin,255,61,0,630,2790,80,81,58,100,100,0
Beech Rod,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Staff,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Index,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Codex,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Planisphere,255,61,0,630,2790,80,81,58,100,100,0
High Steel Tachi,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Foil,255,61,0,630,2790,80,81,58,100,100,0
High Steel Hoplon,255,61,0,630,2790,80,81,58,100,100,0
High Steel Helm of Fending,255,61,0,630,2790,80,81,58,100,100,0
High Steel Scale Mail of Fending,255,61,0,630,2790,80,81,58,100,100,0
High Steel Armguards of Fending,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Hose of Fending,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Leg Guards of Fending,255,61,0,630,2790,80,81,58,100,100,0
High Steel Helm of Maiming,255,61,0,630,2790,80,81,58,100,100,0
High Steel Scale Mail of Maiming,255,61,0,630,2790,80,81,58,100,100,0
High Steel Armguards of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Hose of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Leg Guards of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Turban of Striking,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Vest of Striking,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Armguards of Striking,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Brais of Striking,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Sandals of Striking,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Hat of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Jacket of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Gloves of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Chaps of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Boots of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Turban of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Vest of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Armguards of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Brais of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Sandals of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Beech Mask of Healing,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Chestwrap of Healing,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Armlets of Healing,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Culottes of Healing,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Sandals of Healing,255,61,0,630,2790,80,81,58,100,100,0
Beech Mask of Casting,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Chestwrap of Casting,255,61,0,630,2790,80,81,58,100,100,0
Koppranickel Armlets of Casting,255,61,0,630,2790,80,81,58,100,100,0
Bloodhempen Culottes of Casting,255,61,0,630,2790,80,81,58,100,100,0
Gaganaskin Sandals of Casting,255,61,0,630,2790,80,81,58,100,100,0
Triphane Earrings of Fending,255,61,0,630,2790,80,81,58,100,100,0
Triphane Earrings of Slaying,255,61,0,630,2790,80,81,58,100,100,0
Triphane Earrings of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Triphane Earrings of Healing,255,61,0,630,2790,80,81,58,100,100,0
Triphane Earrings of Casting,255,61,0,630,2790,80,81,58,100,100,0
Triphane Choker of Fending,255,61,0,630,2790,80,81,58,100,100,0
Triphane Choker of Slaying,255,61,0,630,2790,80,81,58,100,100,0
Triphane Choker of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Triphane Choker of Healing,255,61,0,630,2790,80,81,58,100,100,0
Triphane Choker of Casting,255,61,0,630,2790,80,81,58,100,100,0
Triphane Bracelet of Fending,255,61,0,630,2790,80,81,58,100,100,0
Triphane Bracelet of Slaying,255,61,0,630,2790,80,81,58,100,100,0
Triphane Bracelet of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Triphane Bracelet of Healing,255,61,0,630,2790,80,81,58,100,100,0
Triphane Bracelet of Casting,255,61,0,630,2790,80,81,58,100,100,0
Triphane Ring of Fending,255,61,0,630,2790,80,81,58,100,100,0
Triphane Ring of Slaying,255,61,0,630,2790,80,81,58,100,100,0
Triphane Ring of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Triphane Ring of Healing,255,61,0,630,2790,80,81,58,100,100,0
Triphane Ring of Casting,255,61,0,630,2790,80,81,58,100,100,0
High Steel Longsword,270,63,0,730,2970,80,83,64,100,100,0
Folded High Steel Knuckles,270,63,0,730,2970,80,83,64,100,100,0
High Steel Battleaxe,270,63,0,730,2970,80,83,64,100,100,0
High Steel Fork,265,62,0,680,2880,80,82,61,100,100,0
Larch Composite Bow,265,62,0,680,2880,80,82,61,100,100,0
High Steel Kris,270,63,0,730,2970,80,83,64,100,100,0
Folded High Steel Greatsword,270,63,0,730,2970,80,83,64,100,100,0
High Steel-barreled Snaphance,270,63,0,730,2970,80,83,64,100,100,0
Larch Wand,265,62,0,680,2880,80,82,61,100,100,0
Koppranickel Pole,270,63,0,730,2970,80,83,64,100,100,0
Gyuki Leather Grimoire,265,62,0,680,2880,80,82,61,100,100,0
Gyuki Leather Codex,265,62,0,680,2880,80,82,61,100,100,0
Dual-plated Koppranickel Planisphere,270,63,0,730,2970,80,83,64,100,100,0
